Type,Description,Bedrooms,Bathroom,Area,Neighborhood,Disctrict,Price
Apartment,Apartment on sale,3,1,45,Versalles,Disctrict 10,141000000
Apartment,Apartment on sale,2,2,53,Chacarita,Disctrict 15,371000000
Apartment,Apartment on sale,3,2,60,Nueva Pompeya,Disctrict 4,272000000
Apartment,Apartment on sale,2,1,43,Coghlan,Disctrict 12,113000000
Apartment,Apartment on sale,3,2,54,Villa Gral. Mitre,Disctrict 11,237000000
Apartment,Apartment on sale,2,1,48,Monte Castro,Disctrict 10,122000000
Apartment,Apartment on sale,3,2,59,Villa Ortazar,Disctrict 15,243000000
Apartment,Apartment on sale,1,2,50,Villa Luro,Disctrict 10,420000000
Apartment,Apartment on sale,3,1,43,Flores,Disctrict 7,125000000
Apartment,Apartment on sale,3,1,47,Balvanera,Disctrict 3,134000000
Apartment,Apartment on sale,3,1,51,Villa Lugano,Disctrict 8,177000000
Apartment,Apartment on sale,3,2,46,Parque Avellaneda,Disctrict 9,116000000
House,House on sale,4,4,340,Nueva Pompeya,Disctrict 4,930000000
Apartment,Apartment on sale,4,2,88,Liniers,Disctrict 9,390000000
Apartment,Apartment on sale,2,3,95,La Boca,Disctrict 4,490000000
Apartment,Apartment on sale,2,2,58,La Paternal,Disctrict 15,449964000
Apartment,Apartment on sale,3,2,110,Belgrano,Disctrict 13,650000000
Apartment,Apartment on sale,2,2,80,Villa Ortazar,Disctrict 15,420000000
House,House on sale,5,4,142,La Boca,Disctrict 4,600000000
House,House on sale,3,3,150,Retiro,Disctrict 1,800000000
Apartment,Apartment on sale,3,1,47,Agronomia,Disctrict 15,134000000
Apartment,Apartment on sale,2,2,57,Villa Santa Rita,Disctrict 11,298000000
Apartment,Apartment on sale,3,2,71,Saavedra,Disctrict 12,315000000
Apartment,Apartment on sale,3,2,54,Almagro,Disctrict 5,162000000
House,House on sale,12,3,420,Versalles,Disctrict 10,2570000000
Apartment,Apartment on sale,1,2,66,Almagro,Disctrict 5,375000000
Apartment,Apartment on sale,2,2,67,La Boca,Disctrict 4,400000000
Apartment,Apartment on sale,2,2,63,Recoleta,Disctrict 2,330000000
Apartment,Apartment on sale,2,2,75,Colegiales,Disctrict 13,447500000
Apartment,Apartment on sale,3,1,60,Agronomia,Disctrict 15,167500000
Apartment,Apartment on sale,3,2,50,Monte Castro,Disctrict 10,125000000
Apartment,Apartment on sale,3,2,76,Villa Real,Disctrict 10,400000000
Apartment,Apartment on sale,1,2,53,San Nicolas,Disctrict 1,310000000
Apartment,Apartment on sale,3,2,70,Belgrano,Disctrict 13,287000000
Apartment,Apartment on sale,3,3,122,Villa Devoto,Disctrict 11,516000000
House,House on sale,3,2,114,Boedo,Disctrict 5,416000000
Apartment,Apartment on sale,2,1,44,Coghlan,Disctrict 12,144000000
Apartment,Apartment on sale,1,1,29,Retiro,Disctrict 1,192000000
Apartment,Apartment on sale,3,2,66,Villa Soldati,Disctrict 8,290000000
Apartment,Apartment on sale,2,1,45,Colegiales,Disctrict 13,121500000
Apartment,Apartment on sale,3,2,75,Parque Patricios,Disctrict 4,413500000
Apartment,Apartment on sale,3,2,100,Parque Chacabuco,Disctrict 7,570000000
Apartment,Apartment on sale,2,1,60,Mataderos,Disctrict 9,110000000
Apartment,Apartment on sale,2,2,68,Parque Patricios,Disctrict 4,508000000
Apartment,Apartment on sale,3,1,47,La Boca,Disctrict 4,124000000
Apartment,Apartment on sale,2,1,45,La Paternal,Disctrict 15,185000000
Apartment,Apartment on sale,2,2,71,Villa del Parque,Disctrict 11,290000000
Apartment,Apartment on sale,3,3,116,Villa Pueyrredon,Disctrict 12,495000000
Apartment,Apartment on sale,3,3,138,Villa Devoto,Disctrict 11,750000000
Apartment,Apartment on sale,2,2,52,La Paternal,Disctrict 15,327000000
Apartment,Apartment on sale,2,2,67,San Cristobal,Disctrict 3,390000000
Apartment,Apartment on sale,3,2,63,Caballito,Disctrict 6,290000000
House,House on sale,3,3,106,Belgrano,Disctrict 13,310000000
Apartment,Apartment on sale,3,2,74,Agronomia,Disctrict 15,278000000
Apartment,Apartment on sale,3,3,74,Boedo,Disctrict 5,330000000
Apartment,Apartment on sale,4,3,90,Palermo,Disctrict 14,490000000
Apartment,Apartment on sale,3,2,54,Saavedra,Disctrict 12,249000000
House,House on sale,4,1,63,Nueva Pompeya,Disctrict 4,180000000
Apartment,Apartment on sale,1,2,54,Liniers,Disctrict 9,370000000
Apartment,Apartment on sale,3,1,53,Belgrano,Disctrict 13,134000000
House,House on sale,7,3,210,Nueva Pompeya,Disctrict 4,450000000
Apartment,Apartment on sale,1,1,49,San Nicolas,Disctrict 1,340000000
Apartment,Apartment on sale,3,2,49,Villa Santa Rita,Disctrict 11,144000000
Apartment,Apartment on sale,2,1,52,La Paternal,Disctrict 15,120000000
Apartment,Apartment on sale,2,2,43,Villa Santa Rita,Disctrict 11,131000000
Apartment,Apartment on sale,3,1,47,Villa Luro,Disctrict 10,138000000
Apartment,Apartment on sale,3,2,87,Constitucion,Disctrict 1,357000000
Apartment,Apartment on sale,3,2,77,Palermo,Disctrict 14,316000000
Apartment,Apartment on sale,3,1,57,Villa Gral. Mitre,Disctrict 11,162000000
Apartment,Apartment on sale,3,2,52,Monte Castro,Disctrict 10,155000000
Apartment,Apartment on sale,2,1,51,Villa Pueyrredon,Disctrict 12,290000000
Apartment,Apartment on sale,1,1,70,Floresta,Disctrict 10,474000000
Apartment,Apartment on sale,3,2,68,Velez Sarsfield,Disctrict 10,295000000
Apartment,Apartment on sale,3,1,48,Villa Riachuelo,Disctrict 8,127000000
Apartment,Apartment on sale,3,2,77,Boedo,Disctrict 5,390000000
Apartment,Apartment on sale,3,1,47,Puerto Madero,Disctrict 1,262000000
Apartment,Apartment on sale,2,1,43,Parque Avellaneda,Disctrict 9,117000000
Apartment,Apartment on sale,2,3,190,Puerto Madero,Disctrict 1,1200000000
House,House on sale,3,3,230,Parque Chas,Disctrict 15,990000000
Apartment,Apartment on sale,2,2,65,Puerto Madero,Disctrict 1,383045000
Apartment,Apartment on sale,2,2,53,Villa Real,Disctrict 10,371000000
Apartment,Apartment on sale,2,2,89,Martinez,Disctrict 13,516500000
Apartment,Apartment on sale,3,3,132,La Boca,Disctrict 4,750000000
House,House on sale,3,2,70,Parque Avellaneda,Disctrict 9,282000000
Apartment,Apartment on sale,2,2,57,Villa Crespo,Disctrict 15,371000000
Apartment,Apartment on sale,2,1,45,Villa Devoto,Disctrict 11,110000000
Apartment,Apartment on sale,3,2,49,Villa Devoto,Disctrict 11,144000000
Apartment,Apartment on sale,3,2,87,Villa Crespo,Disctrict 15,357000000
Apartment,Apartment on sale,3,1,53,Villa Pueyrredon,Disctrict 12,134000000
Apartment,Apartment on sale,2,1,52,Coghlan,Disctrict 12,160000000
House,House on sale,5,5,358,Puerto Madero,Disctrict 1,850000000
Apartment,Apartment on sale,2,1,47,Constitucion,Disctrict 1,120000000
Apartment,Apartment on sale,3,1,42,Villa Soldati,Disctrict 8,116000000
House,House on sale,5,3,96,Villa Crespo,Disctrict 15,250000000
Apartment,Apartment on sale,2,2,44,San Cristobal,Disctrict 3,111000000
Apartment,Apartment on sale,3,1,42,Villa Soldati,Disctrict 8,107000000
Apartment,Apartment on sale,3,2,60,Floresta,Disctrict 10,123000000
Apartment,Apartment on sale,3,2,85,Villa Luro,Disctrict 10,347000000
Apartment,Apartment on sale,3,2,78,Boedo,Disctrict 5,400000000
House,House on sale,5,4,210,Villa Real,Disctrict 10,300000000
Apartment,Apartment on sale,3,1,50,Nueva Pompeya,Disctrict 4,141000000
Apartment,Apartment on sale,2,2,64,Flores,Disctrict 7,277000000
Apartment,Apartment on sale,2,2,72,Villa Real,Disctrict 10,420000000
Apartment,Apartment on sale,3,2,65,Mataderos,Disctrict 9,275000000
House,House on sale,10,7,370,Villa Riachuelo,Disctrict 8,850000000
Apartment,Apartment on sale,2,2,63,Villa Pueyrredon,Disctrict 12,390000000
Apartment,Apartment on sale,2,2,91,Colegiales,Disctrict 13,445000000
Apartment,Apartment on sale,3,2,68,Villa del Parque,Disctrict 11,310000000
Apartment,Apartment on sale,3,2,71,Villa Soldati,Disctrict 8,277000000
Apartment,Apartment on sale,3,2,63,Villa Luro,Disctrict 10,290000000
Apartment,Apartment on sale,3,2,85,Villa del Parque,Disctrict 11,347000000
Apartment,Apartment on sale,3,2,60,Boedo,Disctrict 5,123000000
Apartment,Apartment on sale,3,2,82,Coghlan,Disctrict 12,340000000
Apartment,Apartment on sale,2,1,31,Parque Patricios,Disctrict 4,156000000
Apartment,Apartment on sale,3,2,81,Villa Luro,Disctrict 10,395000000
Apartment,Apartment on sale,3,2,60,Agronomia,Disctrict 15,245000000
Apartment,Apartment on sale,2,1,47,Mataderos,Disctrict 9,130000000
Apartment,Apartment on sale,3,1,48,Velez Sarsfield,Disctrict 10,136000000
Apartment,Apartment on sale,2,2,71,Puerto Madero,Disctrict 1,476500000
Apartment,Apartment on sale,2,2,71,Villa Pueyrredon,Disctrict 12,476500000
Apartment,Apartment on sale,3,2,58,Villa Lugano,Disctrict 8,225000000
Apartment,Apartment on sale,3,1,45,Villa Devoto,Disctrict 11,165000000
Apartment,Apartment on sale,3,2,86,Colegiales,Disctrict 13,451000000
Apartment,Apartment on sale,1,2,42,Colegiales,Disctrict 13,307000000
House,House on sale,3,2,44,Villa Gral. Mitre,Disctrict 11,138000000
Apartment,Apartment on sale,3,1,46,Villa Urquiza,Disctrict 12,180000000
Apartment,Apartment on sale,2,3,138,Liniers,Disctrict 9,620000000
Apartment,Apartment on sale,3,2,112,Parque Avellaneda,Disctrict 9,398000000
Apartment,Apartment on sale,3,2,71,Parque Chacabuco,Disctrict 7,276000000
House,House on sale,3,2,150,Monte Castro,Disctrict 10,750000000
Apartment,Apartment on sale,3,2,59,Villa Soldati,Disctrict 8,245000000
Apartment,Apartment on sale,2,2,86,Velez Sarsfield,Disctrict 10,555000000
Apartment,Apartment on sale,2,2,72,Constitucion,Disctrict 1,450000000
Apartment,Apartment on sale,3,2,78,Belgrano,Disctrict 13,370000000
Apartment,Apartment on sale,3,2,54,Puerto Madero,Disctrict 1,162000000
Apartment,Apartment on sale,1,1,24,Parque Chas,Disctrict 15,173000000
House,House on sale,3,3,141,Palermo,Disctrict 14,629000000
House,House on sale,2,1,62,Floresta,Disctrict 10,220000000
Apartment,Apartment on sale,3,2,77,Monte Castro,Disctrict 10,390000000
Apartment,Apartment on sale,3,2,77,Villa Santa Rita,Disctrict 11,390000000
Apartment,Apartment on sale,3,2,75,San Telmo,Disctrict 1,314000000
Apartment,Apartment on sale,1,1,23,Montserrat,Disctrict 1,170000000
Apartment,Apartment on sale,2,1,42,Parque Chas,Disctrict 15,200000000
Apartment,Apartment on sale,2,2,61,Martinez,Disctrict 13,251000000
Apartment,Apartment on sale,2,1,53,Chacarita,Disctrict 15,168000000
Apartment,Apartment on sale,3,1,58,San Cristobal,Disctrict 3,200000000
Apartment,Apartment on sale,2,2,56,Barracas,Disctrict 4,340000000
Apartment,Apartment on sale,1,1,34,Parque Chas,Disctrict 15,103000000
Apartment,Apartment on sale,3,2,60,Parque Chacabuco,Disctrict 7,230000000
Apartment,Apartment on sale,4,5,221,Villa Real,Disctrict 10,1200000000
Apartment,Apartment on sale,1,2,54,Liniers,Disctrict 9,355000000
House,House on sale,6,2,150,Monte Castro,Disctrict 10,600000000
Apartment,Apartment on sale,3,2,71,Villa Luro,Disctrict 10,378300000
House,House on sale,4,5,360,Puerto Madero,Disctrict 1,1900000000
Apartment,Apartment on sale,3,2,43,Villa Luro,Disctrict 10,160000000
House,House on sale,13,6,454,Villa Devoto,Disctrict 11,650000000
Apartment,Apartment on sale,3,1,47,San Telmo,Disctrict 1,102000000
Apartment,Apartment on sale,3,2,57,Villa Crespo,Disctrict 15,148000000
Apartment,Apartment on sale,3,3,117,Villa Ortazar,Disctrict 15,500000000
House,House on sale,3,1,47,Parque Chacabuco,Disctrict 7,131000000
Apartment,Apartment on sale,3,1,53,San Cristobal,Disctrict 3,142000000
Apartment,Apartment on sale,2,2,67,Chacarita,Disctrict 15,389000000
House,House on sale,5,4,147,Mataderos,Disctrict 9,522500000
Apartment,Apartment on sale,3,2,95,Recoleta,Disctrict 2,465000000
Apartment,Apartment on sale,2,2,103,Villa del Parque,Disctrict 11,1250000000
Apartment,Apartment on sale,2,2,21,San Nicolas,Disctrict 1,235000000
Apartment,Apartment on sale,1,1,32,Villa Ortazar,Disctrict 15,164000000
Apartment,Apartment on sale,3,2,114,Villa Devoto,Disctrict 11,416000000
Apartment,Apartment on sale,3,2,73,Villa Devoto,Disctrict 11,318000000
Apartment,Apartment on sale,3,2,50,Villa Urquiza,Disctrict 12,180000000
Apartment,Apartment on sale,3,2,83,Parque Patricios,Disctrict 4,390000000
Apartment,Apartment on sale,2,1,47,Villa Devoto,Disctrict 11,258500000
Apartment,Apartment on sale,3,2,59,Balvanera,Disctrict 3,205000000
Apartment,Apartment on sale,1,1,29,San Cristobal,Disctrict 3,192000000
House,House on sale,5,4,147,La Boca,Disctrict 4,522500000
Apartment,Apartment on sale,2,2,21,Boedo,Disctrict 5,235000000
Apartment,Apartment on sale,2,2,103,San Nicolas,Disctrict 1,1250000000
Apartment,Apartment on sale,3,2,55,Parque Patricios,Disctrict 4,240000000
House,House on sale,3,2,72,Villa Crespo,Disctrict 15,320000000
Apartment,Apartment on sale,2,1,42,Villa Real,Disctrict 10,116100000
House,House on sale,4,2,70,Villa Lugano,Disctrict 8,224000000
Apartment,Apartment on sale,1,1,34,Versalles,Disctrict 10,192000000
Apartment,Apartment on sale,1,1,45,San Telmo,Disctrict 1,250000000
Apartment,Apartment on sale,2,3,89,San Nicolas,Disctrict 1,500000000
Apartment,Apartment on sale,2,2,66,Palermo,Disctrict 14,345000000
Apartment,Apartment on sale,3,2,60,La Paternal,Disctrict 15,256500000
Apartment,Apartment on sale,3,2,68,Mataderos,Disctrict 9,323000000
Apartment,Apartment on sale,2,1,48,Caballito,Disctrict 6,150000000
Apartment,Apartment on sale,3,2,59,Villa Riachuelo,Disctrict 8,245000000
Apartment,Apartment on sale,2,3,102,Villa Soldati,Disctrict 8,850000000
Apartment,Apartment on sale,3,1,46,Villa Soldati,Disctrict 8,127000000
Apartment,Apartment on sale,2,2,48,Colegiales,Disctrict 13,210000000
Apartment,Apartment on sale,1,2,50,Boedo,Disctrict 5,354000000
Apartment,Apartment on sale,3,2,62,Nueva Pompeya,Disctrict 4,281000000
Apartment,Apartment on sale,2,1,52,Flores,Disctrict 7,200000000
Apartment,Apartment on sale,3,2,88,Villa Gral. Mitre,Disctrict 11,500000000
Apartment,Apartment on sale,3,2,79,Chacarita,Disctrict 15,300000000
Apartment,Apartment on sale,1,2,66,Villa Riachuelo,Disctrict 8,400000000
Apartment,Apartment on sale,3,2,70,Villa Real,Disctrict 10,330000000
Apartment,Apartment on sale,3,1,49,Villa del Parque,Disctrict 11,163000000
Apartment,Apartment on sale,2,2,81,Villa del Parque,Disctrict 11,430000000
Apartment,Apartment on sale,3,2,70,Villa del Parque,Disctrict 11,330000000
Apartment,Apartment on sale,3,2,70,Villa Ortazar,Disctrict 15,320000000
Apartment,Apartment on sale,3,2,62,Floresta,Disctrict 10,281000000
Apartment,Apartment on sale,2,3,102,San Telmo,Disctrict 1,850000000
Apartment,Apartment on sale,2,2,48,Velez Sarsfield,Disctrict 10,210000000
Apartment,Apartment on sale,3,1,46,Barracas,Disctrict 4,127000000
Apartment,Apartment on sale,3,2,74,Colegiales,Disctrict 13,260000000
Apartment,Apartment on sale,3,2,107,Villa Pueyrredon,Disctrict 12,525000000
Apartment,Apartment on sale,2,2,107,Almagro,Disctrict 5,760000000
Apartment,Apartment on sale,2,2,60,Barracas,Disctrict 4,387000000
House,House on sale,3,3,73,Versalles,Disctrict 10,360000000
Apartment,Apartment on sale,1,1,41,Nueva Pompeya,Disctrict 4,246000000
Apartment,Apartment on sale,2,2,70,Villa Crespo,Disctrict 15,319000000
House,House on sale,2,1,57,Villa del Parque,Disctrict 11,190000000
Apartment,Apartment on sale,3,3,89,San Telmo,Disctrict 1,500000000
House,House on sale,8,4,400,La Boca,Disctrict 4,1400000000
Apartment,Apartment on sale,3,2,106,Almagro,Disctrict 5,491000000
Apartment,Apartment on sale,3,4,186,Velez Sarsfield,Disctrict 10,970000000
Apartment,Apartment on sale,3,2,42,Barracas,Disctrict 4,145000000
Apartment,Apartment on sale,1,2,48,Villa Ortazar,Disctrict 15,420000000
Apartment,Apartment on sale,3,3,107,Villa Crespo,Disctrict 15,660000000
Apartment,Apartment on sale,3,3,109,Villa Urquiza,Disctrict 12,515000000
Apartment,Apartment on sale,3,2,103,Parque Avellaneda,Disctrict 9,520000000
House,House on sale,2,3,158,Velez Sarsfield,Disctrict 10,770000000
Apartment,Apartment on sale,3,2,99,Parque Chas,Disctrict 15,495000000
House,House on sale,3,1,48,Caballito,Disctrict 6,160000000
House,House on sale,2,1,40,Villa Gral. Mitre,Disctrict 11,134000000
Apartment,Apartment on sale,3,3,98,Villa Real,Disctrict 10,489900000
Apartment,Apartment on sale,3,2,77,Barracas,Disctrict 4,310000000
Apartment,Apartment on sale,3,2,68,La Paternal,Disctrict 15,270000000
Apartment,Apartment on sale,2,2,81,Monte Castro,Disctrict 10,600000000
Apartment,Apartment on sale,3,3,66,Balvanera,Disctrict 3,261500000
Apartment,Apartment on sale,3,2,85,Floresta,Disctrict 10,440000000
Apartment,Apartment on sale,3,2,68,San Telmo,Disctrict 1,372000000
Apartment,Apartment on sale,1,1,43,Belgrano,Disctrict 13,270000000
House,House on sale,7,8,282,Villa del Parque,Disctrict 11,880000000
House,House on sale,8,4,261,Boedo,Disctrict 5,500000000
Apartment,Apartment on sale,3,3,145,Villa Urquiza,Disctrict 12,590000000
House,House on sale,3,3,116,Boedo,Disctrict 5,615000000
Apartment,Apartment on sale,3,1,47,Puerto Madero,Disctrict 1,131000000
Apartment,Apartment on sale,3,1,42,Villa Real,Disctrict 10,131000000
Apartment,Apartment on sale,3,1,42,Recoleta,Disctrict 2,131000000
Apartment,Apartment on sale,3,2,57,Villa Gral. Mitre,Disctrict 11,145000000
Apartment,Apartment on sale,3,1,47,Mataderos,Disctrict 9,125000000
House,House on sale,6,4,334,Villa Real,Disctrict 10,820000000
Apartment,Apartment on sale,2,2,70,Villa Pueyrredon,Disctrict 12,319000000
Apartment,Apartment on sale,3,1,47,Martinez,Disctrict 13,131000000
Apartment,Apartment on sale,3,1,53,Barracas,Disctrict 4,142000000
Apartment,Apartment on sale,3,1,56,Villa Urquiza,Disctrict 12,150000000
Apartment,Apartment on sale,3,1,47,Balvanera,Disctrict 3,125000000
Apartment,Apartment on sale,3,2,66,Villa Ortazar,Disctrict 15,261500000
Apartment,Apartment on sale,3,2,56,San Nicolas,Disctrict 1,248000000
Apartment,Apartment on sale,3,2,58,Almagro,Disctrict 5,311000000
Apartment,Apartment on sale,2,2,74,Villa Pueyrredon,Disctrict 12,620000000
Apartment,Apartment on sale,3,2,106,Villa Riachuelo,Disctrict 8,491000000
Apartment,Apartment on sale,3,2,89,Martinez,Disctrict 13,460000000
House,House on sale,3,2,114,Velez Sarsfield,Disctrict 10,416000000
Apartment,Apartment on sale,3,1,61,Martinez,Disctrict 13,216000000
House,House on sale,5,3,130,Villa Crespo,Disctrict 15,505000000
Apartment,Apartment on sale,1,1,47,La Paternal,Disctrict 15,492000000
Apartment,Apartment on sale,3,2,88,Barracas,Disctrict 4,408000000
Apartment,Apartment on sale,3,2,50,Villa Pueyrredon,Disctrict 12,245000000
Apartment,Apartment on sale,1,1,43,San Nicolas,Disctrict 1,550000000
Apartment,Apartment on sale,3,1,53,Mataderos,Disctrict 9,177000000
Apartment,Apartment on sale,3,2,90,Villa Luro,Disctrict 10,575000000
Apartment,Apartment on sale,2,1,45,Boedo,Disctrict 5,270000000
Apartment,Apartment on sale,1,1,38,Villa Gral. Mitre,Disctrict 11,150000000
Apartment,Apartment on sale,2,2,55,Constitucion,Disctrict 1,270000000
House,House on sale,5,4,245,San Nicolas,Disctrict 1,750000000
Apartment,Apartment on sale,3,4,176,Villa Luro,Disctrict 10,880000000
Apartment,Apartment on sale,3,2,60,Villa Ortazar,Disctrict 15,215625000
House,House on sale,4,2,63,Colegiales,Disctrict 13,176000000
