NEIGHBORHOOD_NAME,DISCTRICT_NUMBER,NVCBP4,NVCBP14A,NVCBP14D,NVCBP14E,NVCBP14G,NVCBP15A,NVCBP15C,NVCBP15F,NVCBP15G,NVCBP16A3,NVCBP16A4,NPCKP17,NPCKP18,NPCKP23,NPCKP44A,NPCKPN62A,NPCKPN62B,NPCKP64A,NPCKP64E,NHCCP3,NHCCP6,NHCCP7,NHCCP8_1,NHCCP8_2,NHCCP8_3,NHCCP8_6,NHCCP8_7,NHCCP8_8,NHCCP8_9,NHCCP9,NHCCP11,NHCCP11A,NHCCP12,NHCCP41,NHCCP41A,NHCCP47A,NHCCP47B,NHCLP2A,NHCLP2B,NHCLP2C,NHCLP2E,NHCLP4,NHCLP5,NHCLP8AB,NHCLP8AE,NHCLP10,NHCLP11,NHCLP29_1A,NHCLP29_1C,NHCLP29_1E,NHCLP29_1F,NPCHP4
Almagro,Comuna 5,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,8000000.0,1.0,1.0,8000000.0,2,2,1.0,2015.0,8000000.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,8000000.0,1,1.0,,1,1.0,2,2,2,2,2,2,2,2,,,3,2,,,,,11.0
San Nicolas,Comuna 1,2,2,2,2,2,1,1,2,2,2,2,2.0,1.0,99.0,1.0,2.0,99.0,2,2,2.0,99.0,99.0,,,,,,,,99.0,2,,2.0,1,1.0,1,2,2,2,2,2,1,1,,,3,2,,,,,13.0
Puerto Madero,Comuna 1,1,2,2,2,2,2,1,2,2,2,2,2.0,1.0,10000000.0,7.0,1.0,10000000.0,2,2,1.0,2021.0,10000000.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,10000000.0,2,,2.0,1,2.0,2,2,2,2,2,2,2,2,,,3,2,,,,,11.0
Puerto Madero,Comuna 1,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,8000000.0,7.0,1.0,8000000.0,2,1,1.0,2011.0,8000000.0,,,,,,,,8000000.0,1,2.0,,1,2.0,1,2,2,2,2,2,1,1,,,3,2,,1.0,,,9.0
San Nicolas,Comuna 1,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,3500000.0,7.0,2.0,3500000.0,2,2,1.0,99.0,3500000.0,,,,,,,,3500000.0,2,,2.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,7.0
Colegiales,Comuna 13,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,5000000.0,8.0,2.0,5000000.0,2,2,1.0,2018.0,5000000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5000000.0,2,,1.0,1,1.0,1,2,2,2,2,2,1,1,,,2,2,,,,,9.0
Villa Crespo,Comuna 15,1,2,2,2,2,1,1,2,1,2,2,1.0,1.0,8000000.0,7.0,1.0,8000000.0,2,1,1.0,2010.0,8000000.0,,,,,,,,8000000.0,2,,1.0,1,2.0,1,2,2,2,2,2,2,1,,,3,2,,,,,9.0
Villa Devoto,Comuna 11,1,2,2,2,2,2,2,2,2,2,2,1.0,2.0,99.0,1.0,2.0,99.0,2,2,2.0,2012.0,99.0,,,,,,,,99.0,2,,3.0,1,1.0,1,2,2,2,2,2,1,2,,,2,2,1.0,,,,9.0
Martinez,Comuna 13,1,2,2,2,2,2,1,2,2,1,1,1.0,1.0,5200000.0,7.0,1.0,5200000.0,2,2,1.0,2003.0,5200000.0,,,,,,,,5200000.0,1,1.0,,1,2.0,1,2,2,2,2,2,1,1,,,3,2,,,,,11.0
Parque Chacabuco,Comuna 7,2,2,2,2,2,2,2,1,2,1,1,2.0,1.0,10500000.0,1.0,1.0,10500000.0,2,2,1.0,2020.0,10500000.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,10500000.0,2,,1.0,1,1.0,2,1,1,2,2,2,1,1,,,3,2,,,,,13.0
Palermo,Comuna 14,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,6000000.0,7.0,2.0,6000000.0,2,2,1.0,2000.0,6000000.0,,,,,,,,6000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,3,2,,,,,11.0
Nueva Pompeya,Comuna 4,1,2,2,2,2,1,1,2,2,1,1,1.0,1.0,99.0,8.0,2.0,99.0,2,2,1.0,2006.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,1,2,2,2,2,2,1,1,,,3,2,,,,,9.0
Villa Ortazar,Comuna 15,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,6000000.0,7.0,2.0,6000000.0,2,2,1.0,2005.0,6000000.0,,,,,,,,6000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,2,2,,,,,10.0
Almagro,Comuna 5,2,2,2,1,2,1,1,2,2,1,1,1.0,1.0,99.0,7.0,1.0,99.0,2,2,1.0,1990.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,2,2,,,,,11.0
San Cristobal,Comuna 3,2,2,2,2,2,1,1,2,2,2,2,1.0,1.0,8500000.0,1.0,1.0,8500000.0,2,2,1.0,2003.0,8500000.0,,,,,,,,8500000.0,2,,2.0,1,1.0,2,1,1,2,2,2,1,1,,,3,2,,,,,
Villa Gral. Mitre,Comuna 11,1,2,2,2,2,2,1,2,2,1,1,1.0,1.0,4000000.0,1.0,1.0,4000000.0,2,2,1.0,2020.0,4000000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4000000.0,2,,1.0,1,1.0,1,2,2,2,2,2,1,1,,,2,2,,,1.0,,11.0
Agronomia,Comuna 15,2,2,2,2,2,2,2,2,2,1,1,1.0,1.0,,7.0,1.0,,2,2,1.0,2015.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,2,,2.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,13.0
Versalles,Comuna 10,1,2,2,1,2,2,1,2,2,2,2,1.0,1.0,1200000.0,7.0,2.0,1200000.0,2,1,1.0,2011.0,1200000.0,,,,,,,,1200000.0,2,,1.0,2,,1,1,2,2,2,2,2,2,,,2,2,,,,,6.0
Flores,Comuna 7,2,2,2,2,2,2,2,2,2,1,1,1.0,1.0,,7.0,1.0,,2,2,1.0,2003.0,,,,,,,,,,2,,2.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,15.0
Parque Patricios,Comuna 4,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,8000000.0,7.0,1.0,8000000.0,2,2,1.0,2000.0,8000000.0,,,,,,,,8000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,13.0
Colegiales,Comuna 13,1,2,2,2,2,1,1,2,2,2,1,1.0,1.0,1350000.0,7.0,2.0,1350000.0,2,2,1.0,2005.0,1350000.0,,,,,,,,1350000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,2,2,,,1.0,,4.0
Villa Ortazar,Comuna 15,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,9800000.0,8.0,1.0,9800000.0,2,2,1.0,2020.0,9800000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9800000.0,2,,1.0,1,2.0,2,2,2,2,2,2,2,2,,,3,2,,,,,13.0
Villa Lugano,Comuna 8,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,20000000.0,7.0,2.0,20000000.0,2,2,1.0,2019.0,20000000.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,20000000.0,2,,1.0,1,2.0,1,2,2,2,2,2,1,1,,,3,2,,,,,9.0
Chacarita,Comuna 15,2,1,2,2,2,1,1,2,2,1,1,2.0,1.0,99.0,7.0,2.0,99.0,2,1,1.0,2002.0,99.0,,,,,,,,99.0,2,,1.0,2,,2,2,2,2,2,2,2,2,,,2,2,,1.0,,,13.0
San Nicolas,Comuna 1,2,2,2,2,2,2,2,2,2,2,1,1.0,1.0,4500000.0,7.0,2.0,4500000.0,2,2,1.0,2000.0,4500000.0,,,,,,,,4500000.0,2,,1.0,2,,2,2,2,2,2,2,1,1,,,3,2,,,,,9.0
Villa Santa Rita,Comuna 11,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,99.0,7.0,2.0,99.0,2,2,1.0,99.0,99.0,,,,,,,,99.0,2,,3.0,1,1.0,1,2,2,2,2,2,1,2,,,1,2,,,,,5.0
Villa Ortazar,Comuna 15,2,2,2,2,2,2,2,2,2,1,1,1.0,1.0,,7.0,1.0,,2,2,1.0,2015.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,2,,1.0,1,1.0,2,1,2,2,2,2,1,1,,,3,2,,,1.0,,13.0
Almagro,Comuna 5,1,2,2,2,2,2,2,2,2,1,1,2.0,1.0,7800000.0,7.0,1.0,7800000.0,2,2,1.0,2018.0,7800000.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7800000.0,2,,2.0,2,,1,2,1,1,1,2,2,2,,,2,2,,,,,11.0
Coghlan,Comuna 12,2,2,2,2,2,2,2,2,2,1,1,1.0,1.0,,7.0,1.0,,2,2,1.0,2015.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,2,,2.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,15.0
Belgrano,Comuna 13,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,99.0,7.0,2.0,99.0,2,2,1.0,2003.0,99.0,,,,,,,,99.0,2,,1.0,1,2.0,2,2,2,2,2,2,2,2,,,3,2,,,,,9.0
Saavedra,Comuna 12,1,2,2,2,2,1,1,2,2,1,1,2.0,1.0,3000000.0,7.0,2.0,3000000.0,2,2,1.0,2000.0,3000000.0,,,,,,,,3000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,2,,,1,2,,,,,9.0
Villa Urquiza,Comuna 12,1,2,2,2,2,2,1,2,2,2,2,1.0,1.0,7000000.0,7.0,2.0,7000000.0,2,2,1.0,2007.0,7000000.0,,,,,,,,7000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,3,,,3,2,,,,,9.0
Villa Soldati,Comuna 8,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,5000000.0,7.0,2.0,5000000.0,2,2,2.0,2000.0,5000000.0,,,,,,,,5000000.0,2,,2.0,2,,2,2,2,2,2,2,2,2,,,3,2,,,,,11.0
Monte Castro,Comuna 10,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,99.0,7.0,1.0,99.0,2,2,2.0,2012.0,99.0,,,,,,,,99.0,2,,1.0,1,2.0,2,1,2,2,2,2,1,1,,,3,2,,,,,9.0
Villa Santa Rita,Comuna 11,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,99.0,11.0,2.0,99.0,2,2,1.0,2001.0,99.0,,,,,,,,99.0,2,,1.0,1,3.0,1,2,2,2,2,2,2,2,,,3,2,,,,,9.0
Caballito,Comuna 6,1,2,2,2,2,1,2,2,2,1,1,1.0,1.0,4500000.0,7.0,2.0,4500000.0,2,2,1.0,2015.0,4500000.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4500000.0,2,,1.0,2,,2,1,2,2,2,2,1,1,,,3,2,,,,,13.0
Parque Patricios,Comuna 4,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,,7.0,1.0,,2,2,1.0,2001.0,,,,,,,,,,1,2.0,,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,11.0
Nueva Pompeya,Comuna 4,1,2,2,1,2,2,1,2,2,2,2,1.0,1.0,4500000.0,7.0,2.0,4500000.0,2,2,1.0,2007.0,4500000.0,,,,,,,,4500000.0,2,,1.0,1,1.0,1,2,2,2,2,2,3,2,,,3,2,,,,,7.0
Saavedra,Comuna 12,2,2,2,2,2,2,2,2,2,1,1,1.0,1.0,,7.0,1.0,,2,2,1.0,2015.0,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2,,2.0,1,1.0,2,1,2,2,2,2,1,1,,,3,2,,,,,
Boedo,Comuna 5,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,99.0,7.0,2.0,99.0,2,2,1.0,2001.0,99.0,,,,,,,,99.0,2,,1.0,1,2.0,1,2,2,2,2,2,2,2,,,3,2,,,,,9.0
Flores,Comuna 7,2,2,2,2,2,2,2,2,2,1,1,1.0,1.0,20000000.0,7.0,1.0,20000000.0,2,2,1.0,2000.0,20000000.0,,,,,,,,20000000.0,1,1.0,,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,13.0
Boedo,Comuna 5,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,,1.0,1.0,,2,2,1.0,2007.0,,,,,,,,,,2,,2.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,13.0
Villa Devoto,Comuna 11,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2500000.0,7.0,2.0,2500000.0,2,2,1.0,2012.0,2500000.0,,,,,,,,2500000.0,2,,1.0,1,1.0,1,2,2,2,2,2,1,1,,,3,2,,,,,9.0
Belgrano,Comuna 13,1,2,2,2,2,2,2,2,2,2,2,2.0,1.0,,7.0,2.0,,2,2,1.0,1995.0,,,,,,,,,,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,9.0
Villa Devoto,Comuna 11,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,2000000.0,7.0,1.0,2000000.0,2,1,1.0,1995.0,2000000.0,,,,,,,,2000000.0,2,,1.0,2,,2,2,2,2,2,2,1,2,,,2,2,,,,,9.0
Villa Lugano,Comuna 8,1,2,2,2,2,1,1,2,2,1,1,2.0,1.0,4500000.0,7.0,2.0,4500000.0,2,2,1.0,2015.0,4500000.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4500000.0,2,,1.0,1,1.0,1,2,2,2,2,2,1,1,,,3,2,,,,,11.0
San Telmo,Comuna 1,2,1,2,2,2,1,1,2,2,2,2,1.0,1.0,99.0,7.0,1.0,99.0,2,2,1.0,2005.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,3,2,,,,,13.0
Floresta,Comuna 10,2,1,2,2,2,1,1,2,2,2,2,1.0,2.0,99.0,7.0,2.0,99.0,2,2,1.0,2009.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,1,2,,,,,9.0
Floresta,Comuna 10,1,2,2,2,2,1,1,2,2,1,1,2.0,1.0,3500000.0,7.0,2.0,3500000.0,2,2,1.0,1998.0,3500000.0,,,,,,,,3500000.0,2,,1.0,1,2.0,1,1,2,2,2,2,1,1,,,3,2,,,,,9.0
La Boca,Comuna 4,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,3600000.0,1.0,2.0,3600000.0,2,2,1.0,2001.0,3600000.0,,,,,,,,3600000.0,2,,2.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,9.0
Barracas,Comuna 4,2,2,2,2,2,2,2,2,2,1,1,1.0,1.0,2500000.0,4.0,2.0,2500000.0,2,2,1.0,2010.0,2500000.0,,,,,,,,2500000.0,2,,1.0,1,2.0,1,2,2,2,2,2,1,1,,,2,2,,,,,5.0
Villa del Parque,Comuna 11,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,1300000.0,4.0,2.0,1300000.0,2,2,1.0,1998.0,1300000.0,,,,,,,,1300000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,2,2,,,,,5.0
Villa Real,Comuna 10,2,2,2,2,2,2,2,2,2,2,1,1.0,1.0,99.0,7.0,2.0,99.0,2,2,1.0,99.0,99.0,,,,,,,,99.0,2,,1.0,2,,2,2,2,2,2,2,1,2,,,2,2,,,,,9.0
Versalles,Comuna 10,1,2,2,2,2,2,2,2,2,2,2,2.0,1.0,8000000.0,7.0,1.0,8000000.0,2,2,1.0,2002.0,8000000.0,,,,,,,,8000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,2,2,,,,,15.0
Villa Urquiza,Comuna 12,1,2,2,2,2,2,2,2,2,2,2,2.0,1.0,3600000.0,7.0,2.0,3600000.0,2,2,1.0,2016.0,3600000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3600000.0,2,,1.0,2,,1,2,2,2,2,2,1,2,,,2,2,,,,,9.0
Villa Devoto,Comuna 11,1,2,2,2,2,2,2,2,2,1,1,2.0,1.0,99.0,7.0,1.0,99.0,2,2,1.0,1995.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,2,1,1,2,2,2,1,1,,,3,2,,,,,15.0
San Nicolas,Comuna 1,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,10000000.0,7.0,1.0,10000000.0,2,2,1.0,2018.0,10000000.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,10000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,2,2,,,,,13.0
Saavedra,Comuna 12,1,2,2,2,2,2,2,2,2,2,2,2.0,1.0,3200000.0,7.0,2.0,3200000.0,2,2,1.0,2020.0,3200000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3200000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,9.0
Saavedra,Comuna 12,2,1,2,2,2,1,1,2,2,2,2,1.0,1.0,99.0,7.0,1.0,99.0,2,2,1.0,2005.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,1,2,2,2,2,2,2,2,,,3,2,,,,,13.0
Velez Sarsfield,Comuna 10,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,4000000.0,7.0,1.0,4000000.0,2,2,1.0,2010.0,4000000.0,,,,,,,,4000000.0,2,,1.0,2,,2,2,2,2,2,2,1,1,,,3,2,,,,,11.0
Villa Ortazar,Comuna 15,2,2,2,2,2,2,2,2,2,1,1,2.0,1.0,99.0,7.0,2.0,99.0,2,2,1.0,2018.0,99.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,99.0,2,,1.0,1,1.0,2,1,2,2,2,2,1,2,,,2,2,,,,,9.0
Parque Avellaneda,Comuna 9,2,2,2,2,1,2,1,2,2,1,1,1.0,1.0,3500000.0,7.0,2.0,3500000.0,2,1,1.0,99.0,3500000.0,,,,,,,,3500000.0,2,,4.0,2,,2,2,1,2,2,2,2,3,,,2,2,,,1.0,,11.0
Villa Crespo,Comuna 15,2,2,2,2,1,2,1,2,2,1,1,1.0,1.0,3500000.0,7.0,2.0,3500000.0,2,1,1.0,99.0,3500000.0,,,,,,,,3500000.0,2,,4.0,2,,2,2,1,2,2,2,2,3,,,2,2,,,1.0,,8.0
Liniers,Comuna 9,2,2,2,2,1,2,1,2,2,1,1,1.0,1.0,3500000.0,7.0,2.0,3500000.0,2,1,1.0,99.0,3500000.0,,,,,,,,3500000.0,2,,4.0,2,,2,2,2,2,2,2,2,1,,,2,2,,,,,11.0
Liniers,Comuna 9,2,2,2,2,1,2,1,2,2,1,1,1.0,1.0,3500000.0,7.0,2.0,3500000.0,2,1,1.0,99.0,3500000.0,,,,,,,,3500000.0,2,,4.0,2,,2,2,2,2,2,2,2,1,,,2,2,,,,,8.0
La Paternal,Comuna 15,2,2,2,2,2,1,1,2,2,1,1,1.0,1.0,99.0,7.0,2.0,99.0,2,2,1.0,2008.0,99.0,,,,,,,,99.0,2,,1.0,2,,2,1,2,2,2,2,2,3,,,2,2,,,,,9.0
Villa Lugano,Comuna 8,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,3000000.0,7.0,2.0,3000000.0,2,2,1.0,2019.0,3000000.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3000000.0,2,,1.0,1,2.0,2,2,2,2,2,2,1,1,,,3,2,,,,,9.0
San Nicolas,Comuna 1,2,2,2,2,2,2,2,2,2,1,1,2.0,1.0,98.0,1.0,2.0,98.0,2,2,1.0,2008.0,98.0,,,,,,,,98.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,1,,,3,2,,,,,13.0
Villa del Parque,Comuna 11,2,2,2,2,2,1,2,2,2,2,2,2.0,1.0,,7.0,1.0,,2,2,1.0,2012.0,,,,,,,,,,2,,1.0,1,1.0,1,2,2,2,2,2,1,1,,,3,2,,,,,13.0
Versalles,Comuna 10,1,2,2,2,2,1,1,2,2,1,1,1.0,1.0,7500000.0,7.0,1.0,7500000.0,2,2,1.0,1998.0,7500000.0,,,,,,,,7500000.0,2,,1.0,1,1.0,2,1,2,2,2,2,1,1,,,3,2,,,,,13.0
Recoleta,Comuna 2,2,1,2,2,2,1,1,2,2,2,2,2.0,1.0,99.0,7.0,1.0,99.0,2,2,1.0,2009.0,99.0,,,,,,,,99.0,2,,1.0,2,,2,1,2,2,2,2,2,2,,,2,2,,,,,14.0
Villa Gral. Mitre,Comuna 11,2,1,2,2,2,1,1,2,2,2,2,1.0,1.0,2800000.0,7.0,1.0,2800000.0,2,2,1.0,2013.0,2800000.0,,,,,,,,2800000.0,2,,1.0,2,,2,2,2,2,2,2,2,2,,,2,2,,,,,13.0
Nueva Pompeya,Comuna 4,1,2,2,2,2,2,2,2,2,2,2,2.0,1.0,9000000.0,7.0,2.0,9000000.0,2,2,2.0,2009.0,9000000.0,,,,,,,,9000000.0,2,,1.0,2,,2,2,2,2,2,2,1,2,,,3,2,,,,,11.0
Villa del Parque,Comuna 11,1,2,2,2,2,2,2,2,2,9,9,1.0,1.0,3600000.0,7.0,2.0,3600000.0,2,2,1.0,1999.0,3600000.0,,,,,,,,3600000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,3,,,2,2,,,,,9.0
Martinez,Comuna 13,1,2,2,2,2,2,2,2,2,1,1,1.0,2.0,1200000.0,7.0,1.0,1200000.0,2,1,1.0,2007.0,1200000.0,,,,,,,,1200000.0,2,,2.0,1,2.0,2,2,2,2,2,2,2,2,,,3,2,,,,,13.0
La Paternal,Comuna 15,1,2,2,2,2,2,1,2,2,2,2,1.0,1.0,99.0,1.0,2.0,99.0,2,2,1.0,99.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,2,2,1,2,2,2,2,3,,,2,2,,,,,9.0
Agronomia,Comuna 15,2,2,2,2,2,2,1,2,2,1,1,1.0,1.0,99.0,1.0,2.0,99.0,2,1,1.0,2010.0,99.0,,,,,,,,99.0,2,,1.0,2,,2,2,2,2,2,2,1,1,,,3,2,,,1.0,,9.0
San Cristobal,Comuna 3,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,3300000.0,7.0,2.0,3300000.0,2,2,1.0,2014.0,3300000.0,,,,,,,,3300000.0,2,,2.0,1,2.0,2,1,2,2,2,2,2,2,,,1,2,,,,,9.0
Villa Riachuelo,Comuna 8,1,2,2,2,2,2,2,2,2,9,9,1.0,1.0,2100000.0,7.0,2.0,2100000.0,2,2,1.0,2018.0,2100000.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2100000.0,2,,2.0,2,,2,2,2,2,2,2,2,2,,,2,2,,,,,11.0
San Telmo,Comuna 1,1,2,2,2,2,2,2,2,2,2,2,2.0,1.0,4500000.0,7.0,1.0,4500000.0,2,2,1.0,2020.0,4500000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4500000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,2,2,,,,,9.0
La Boca,Comuna 4,2,2,2,2,2,2,1,2,2,1,1,1.0,1.0,99.0,7.0,1.0,99.0,2,2,1.0,1980.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,1,1,2,2,2,2,1,2,,,3,2,,,,,9.0
Parque Patricios,Comuna 4,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,99.0,7.0,1.0,99.0,2,1,1.0,2007.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,1,,,3,2,,,,,11.0
Coghlan,Comuna 12,2,1,2,2,2,2,1,2,2,1,1,1.0,1.0,1600000.0,7.0,2.0,1600000.0,2,2,1.0,2009.0,1600000.0,,,,,,,,1600000.0,2,,3.0,1,1.0,2,2,2,2,2,2,1,3,,,1,2,,,,,5.0
Villa Santa Rita,Comuna 11,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,4000000.0,1.0,1.0,4000000.0,2,1,1.0,2006.0,4000000.0,,,,,,,,4000000.0,2,,2.0,1,1.0,2,2,2,2,2,2,1,3,,,3,2,,,,,9.0
Flores,Comuna 7,2,1,2,2,2,2,1,2,2,1,1,1.0,2.0,1500000.0,4.0,2.0,1500000.0,2,1,1.0,1981.0,1500000.0,,,,,,,,1500000.0,2,,1.0,2,,2,2,2,2,2,2,1,2,,,2,2,,,,,5.0
Liniers,Comuna 9,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,1500000.0,7.0,2.0,1500000.0,2,2,1.0,2014.0,1500000.0,,,,,,,,1500000.0,2,,2.0,2,,2,2,2,2,2,2,2,2,,,2,2,,,,,6.0
Balvanera,Comuna 3,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2000000.0,1.0,2.0,2000000.0,2,2,2.0,1998.0,2000000.0,,,,,,,,2000000.0,2,,2.0,2,,2,2,2,2,2,2,2,3,,,2,2,,1.0,,,9.0
Barracas,Comuna 4,1,2,2,2,2,1,2,2,2,2,2,1.0,1.0,3800000.0,7.0,2.0,3800000.0,2,2,1.0,2000.0,3800000.0,,,,,,,,3800000.0,2,,2.0,1,1.0,1,2,2,2,2,2,1,2,,,2,2,,,,,9.0
Constitucion,Comuna 1,1,2,2,2,2,2,1,2,2,2,2,1.0,1.0,8000000.0,7.0,1.0,8000000.0,2,2,1.0,2000.0,8000000.0,,,,,,,,8000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,2,2,,,3,2,,,,,9.0
Montserrat,Comuna 1,2,2,2,2,2,1,1,2,2,1,1,1.0,1.0,1600000.0,7.0,2.0,1600000.0,2,2,1.0,2002.0,1600000.0,,,,,,,,1600000.0,2,,1.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,9.0
Villa Lugano,Comuna 8,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2000000.0,7.0,2.0,2000000.0,2,2,1.0,2000.0,2000000.0,,,,,,,,2000000.0,2,,2.0,2,,2,2,2,2,2,2,2,2,,,2,2,,,,,5.0
Villa Riachuelo,Comuna 8,2,2,2,2,2,2,1,2,2,1,1,1.0,1.0,99.0,4.0,2.0,99.0,2,1,1.0,2005.0,99.0,,,,,,,,99.0,2,,1.0,2,,1,2,1,2,2,2,1,1,,,2,1,,,,,6.0
Boedo,Comuna 5,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,99.0,1.0,1.0,99.0,2,2,1.0,2005.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,2,2,1,2,2,2,2,2,,,3,2,,,,,9.0
Parque Avellaneda,Comuna 9,1,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1200000.0,2.0,2.0,1200000.0,2,2,1.0,2008.0,1200000.0,,,,,,,,1200000.0,2,,1.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,5.0
Colegiales,Comuna 13,1,2,2,2,2,2,2,2,2,2,2,2.0,1.0,9000000.0,7.0,2.0,9000000.0,2,2,2.0,2009.0,9000000.0,,,,,,,,9000000.0,2,,1.0,2,,2,2,2,2,2,2,1,2,,,3,2,,,,,11.0
Villa Ortazar,Comuna 15,2,2,2,1,2,1,1,1,2,2,2,1.0,1.0,1600000.0,1.0,2.0,1600000.0,2,1,1.0,2010.0,1600000.0,,,,,,,,1600000.0,2,,3.0,2,,2,2,2,2,2,2,2,1,,,2,2,,,,,9.0
La Boca,Comuna 4,1,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1100000.0,3.0,2.0,1100000.0,2,2,1.0,2018.0,1100000.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1100000.0,2,,1.0,1,2.0,2,2,2,2,2,2,1,1,,,2,2,1.0,,,,6.0
